RMS,Peak_Amplitude,Num_Peaks,ZCR,Amplitude_Range,Spread_Ratio,IQR_Ratio,Spectral_Centroid_Hz,Low_Band_Ratio,High_Band_Ratio,Env_RMS,Env_Peak,Mean_Interval,Std_Interval,Waveform_Skew,Waveform_Kurt,Top1_Bin_Energy,Top1_Bin_Center,Top2_Bin_Energy,Top2_Bin_Center,Top3_Bin_Energy,Top3_Bin_Center,Top4_Bin_Energy,Top4_Bin_Center,Top5_Bin_Energy,Top5_Bin_Center,Top6_Bin_Energy,Top6_Bin_Center,Top7_Bin_Energy,Top7_Bin_Center,Top8_Bin_Energy,Top8_Bin_Center,Top9_Bin_Energy,Top9_Bin_Center,Top10_Bin_Energy,Top10_Bin_Center,Label
2566.9629659361585,2907.0,462,4347.608565139083,1430.0,0.5570931736905644,0.0019470404984423676,1247.3560191138815,0.5100535273366825,0.48994647266331753,2567.0303587854014,2936.2720277203307,0.006389154013015184,0.005748704611240658,-30.439604216746076,1418.878426121174,49716239383.98355,50,23917234218.254948,750,18104376549.22193,850,14494450104.029179,950,9180757960.024416,550,9003873505.983135,650,7330518710.78459,250,6743898233.9506035,150,3928229669.9595604,450,2182480059.16424,350,0
2566.8640477373683,2929.0,403,4400.333333333333,1591.0,0.6198422208703928,0.0019470404984423676,1193.385178013979,0.5044481676813404,0.4955518323186596,2566.945859450329,2966.1750567651457,0.0073450248756218904,0.007044279823602413,-31.1500503613753,1454.1106801310182,64479526167.3571,50,26623407068.632362,750,23498997808.808372,850,19932208635.326,950,11016651275.486355,650,8533743909.111687,550,7711409788.740742,250,7636251009.421127,150,4171531175.062681,450,2857823500.64711,1050,0
2568.511573398839,2965.0,399,4435.072512085347,1729.0,0.6731821493477236,0.001946282600233554,1145.5119264265059,0.5320326611811863,0.46796733881881375,2568.6246754060503,3001.8238741886553,0.0075022613065326635,0.006725528498189569,-28.770318814937678,1222.7925611725357,103009346604.67984,50,42451604947.51055,750,29025927946.441048,850,22083560151.148705,950,14122658946.787537,650,11602825672.478619,550,9523129789.352015,150,7534402670.712767,250,4785672688.319609,450,2975223313.1374784,1050,0
2567.9222892207417,2902.0,406,4318.196972727879,1426.0,0.5553268006064842,0.0019470404984423676,1237.49105933774,0.5040741819860204,0.49592581801397956,2567.9872381370405,2938.892903533405,0.007395061728395061,0.006613904194943649,-30.29550480182349,1421.5821664745147,46640960837.8811,50,23136855920.378532,750,17491227992.487385,850,13814857554.624805,950,9478074502.691793,550,9275690184.576744,650,6871716102.027996,250,6256411317.443052,150,3812709954.4519014,450,2044443173.7854989,350,0
2568.793604553322,2908.0,407,4363.866835679498,1439.0,0.5601996122215216,0.001946282600233554,1249.7232338064196,0.48887671632186164,0.5111232836781383,2568.8599737570594,2937.820872627059,0.007306896551724137,0.007052662685804686,-31.03900081390783,1481.684989269878,48098673980.27387,50,23429913359.903442,750,19453321144.544304,850,14407096002.299112,950,9307611616.89428,650,7503798730.920805,550,6880610814.4942255,250,6474153971.735554,150,3435538190.7061176,450,2289455212.307418,350,0
2569.3964979879565,2935.0,381,4525.571781022871,1615.0,0.6285751116109459,0.0023346303501945525,1161.5455815217083,0.5281323330912795,0.47186766690872056,2569.4898651914336,2973.078965206781,0.007873421052631578,0.006733354046643583,-29.912619573754565,1328.9655731614766,78127375500.93542,50,37603496141.73448,750,24438200199.571968,850,16752384098.682196,950,11970281522.939716,550,11091084648.867996,650,8283095466.892143,150,8141106673.91051,250,4896970743.776669,450,2167112549.7833652,350,0
2569.297428450308,2907.0,402,4510.523331443247,1481.0,0.5764375799376038,0.0023346303501945525,1249.2624171330015,0.48572414581150614,0.5142758541884939,2569.3661101928346,2948.0799411408125,0.007440149625935163,0.006853152175510511,-31.64927806679762,1529.8318170103469,48655958216.01182,50,21667791797.820175,750,20347114611.626953,850,16880818372.295776,950,10270091918.24585,650,7678954889.193956,250,6818599479.875382,550,6741927389.06889,150,3887334114.127599,450,2817776411.989259,350,0
2569.1528575109464,2958.0,413,4433.474533871452,1688.0,0.6570529006236714,0.0023346303501945525,1152.2860821440067,0.5242665075563899,0.47573349244361,2569.2583807118945,2993.3365894303815,0.007233252427184466,0.006774365309314785,-29.008032492010386,1238.546877612237,93689039590.31384,50,38063697757.34755,750,29073966062.760204,850,22130069253.127228,950,12634954656.413216,650,10351462274.293024,550,9040352566.611874,150,7623785639.589767,250,4338910890.13524,450,2887141851.555715,1050,0
2568.12015210271,2898.0,472,4522.713628176906,1088.0,0.42366227258818095,0.0019470404984423676,1443.8520567172186,0.4542625972022955,0.5457374027977046,2568.1570196656103,2909.622370082834,0.006338216560509554,0.006275973140283519,-23.2370125064442,1040.3657193139873,19767661101.554585,50,10219524542.834917,750,8631087103.582237,650,8433192750.506227,850,5491961371.080053,950,5459625008.790175,550,4544493381.878271,250,4372491306.246058,1050,3501413455.4692497,450,3416593320.4173884,150,1
2569.0076230327386,2877.0,449,4279.901274097791,965.0,0.3756357166947316,0.0023355391202802647,1492.5082156926744,0.4309485243061233,0.5690514756938767,2569.0369571764336,2891.790085948868,0.0066828125,0.006035009035132394,-21.35460586406843,964.2750587148875,13614641034.52163,50,8400527110.915844,750,7838305943.682265,650,6701155086.185287,850,4431347135.894057,550,4279053255.834793,950,4170566471.6510615,250,3101148595.546936,1050,2805294516.241147,450,2670675897.7843275,150,1
